component,website,brand_name,rating,rating_count,reviews,discount_price,original_price,discount_percent,bank_offers,delivery,specification
mouse,https://www.flipkart.com/arctic-fox-wired-usb-gaming-mouse-breathing-lights-dpi-upto-3600-optical/p/itmc55c4e88c6306?pid=ACCGEVGCGZU3UAYV&lid=LSTACCGEVGCGZU3UAYVREZRSV&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mouse&iid=en_N7E01itU3ow41oWj0RCJ4Kqz7W8wTOMMJjyGkeVYgaqkUSOChlDt4b3E7MdRRx09CPYhzSmOh3wIopJr2PlOOA%3D%3D&ssid=vn7kqnttts0000001707121041460,"Arctic Fox Wired USB Gaming Mouse with Breathing Lights and DPI Upto 3600 Wired Optical Gaming Mouse  (USB 3.0, Blue, Black)",4.3,"18,823 Ratings "," 2,183 Reviews",₹189,₹599,68% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 20% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by12 Feb, Monday|Free₹40?']","[{'General': {'Model Name': 'Wired USB Gaming Mouse with Breathing Lights and DPI Upto 3600', 'System Requirements': 'MAC, Windows and Android', 'Sales Package': '1 Optical Mouse', 'Lighting': 'Breathing LED light', 'Compatible Devices': 'MAC, Windows and Android', 'Color': 'Blue, Black'}}, {'Connectivity And Power Features': {'USB Type': 'USB 3.0', 'Bluetooth': 'No'}}, {'Dimensions': {'Width': '69 mm', 'Height': '123 mm', 'Depth': '39 mm', 'Weight': '108 g', 'Cable Length': '1.35 m'}}, {'Warranty': {'Domestic Warranty': '1 Year'}}]"
mouse,https://www.flipkart.com/frontech-wireless-mouse-stylish-design-3-handy-buttons-scroll-wheel-1000-dpi-optical/p/itmefe4fb5718156?pid=ACCGVYRQQWPTXXWN&lid=LSTACCGVYRQQWPTXXWNCBMJJE&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Mouse&iid=en_N7E01itU3ow41oWj0RCJ4Kqz7W8wTOMMJjyGkeVYgarnend6VniDDBkzXyq0rCR51fPurg5a6qCDFgdj5O7Jrg%3D%3D&ssid=vn7kqnttts0000001707121041460,"Frontech Wireless Mouse Stylish Design with 3 Handy Buttons With Scroll Wheel 1000 DPI Wireless Optical Mouse  (2.4GHz Wireless, 1000DPI - 2.4 GHz - Auto Power On/Off - 3 Buttons)",3.5,39 Ratings , 6 Reviews,₹299,₹500,40% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 8% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by12 Feb, Monday|Free₹40?']","[{'General': {'Model Name': 'Wireless Mouse Stylish Design with 3 Handy Buttons With Scroll Wheel 1000 DPI', 'System Requirements': 'Windows 7, Windows 8, Windows 10, Windows 11, Android, Mac OS', 'Form Factor': 'Both Left Handed and Right Handed', 'Sales Package': '1', 'Resolution': '1000', 'Controls': 'Clicks, Scroll, 4 Buttons', 'Lighting': 'Optical LED', 'Color': '1000DPI - 2.4 GHz - Auto Power On/Off - 3 Buttons'}}, {'Connectivity And Power Features': {'Wireless Frequency': '2.4 GHz', 'Effective Range': '5 m', 'USB Type': 'USB 2.0, USB 3.0', 'Number of Batteries': '2', 'Power Source': 'USB Powered', 'Bluetooth': 'No'}}, {'Dimensions': {'Width': '60 mm', 'Height': '36 mm', 'Depth': '100 mm', 'Weight': '0.084 g'}}, {'Warranty': {'Warranty Service Type': 'For Any warranty-related concerns, please reach out to Frontech Customer Support at 18003454500 or contact info@nuevotechindustries.com.', 'Warranty Summary': '1 Year Warranty', 'Covered in Warranty': 'Manufacturing Defects', 'Not Covered in Warranty': 'Physical Damages will not Cover Under Warranty'}}]"
mouse,https://www.flipkart.com/hp-250-dual-mode-multidevice-1-aa-battery-gives-12-months-life-upto-1600-dpi-wireless-optical-mouse/p/itm5d3ae3e23db01?pid=ACCGS9V4DXHW7XP2&lid=LSTACCGS9V4DXHW7XP2IP94VW&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCGS9V4DXHW7XP2.SEARCH&ssid=vn7kqnttts0000001707121041460,"HP 250 Dual mode /Multidevice,1 AA battery gives 12 months life,upto 1600 DPI Wireless Optical Mouse  (2.4GHz Wireless, Bluetooth, Matte Black)",4.4,"31,754 Ratings "," 2,806 Reviews",₹699,"₹1,798",61% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 30% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')",,"[{'General': {'Model Name': '250 Dual mode /Multidevice,1 AA battery gives 12 months life,upto 1600 DPI', 'System Requirements': 'Windows 11; Windows 10; macOS; Chrome OS', 'Sales Package': 'Wireless mouse; USB dongle; 1 x AA battery; Quick start guide; Warranty card', 'Resolution': '1600', 'Adjustable Weight': 'No', 'Compatible Devices': 'PCs with available USB-A port or Bluetooth 5.0', 'Color': 'Matte Black'}}, {'Connectivity And Power Features': {'Wireless Frequency': '2.4 GHz', 'Bluetooth': 'Yes'}}, {'Dimensions': {'Width': '69.3 mm', 'Height': '38.2 mm', 'Depth': '38.2 mm', 'Weight': '66.7 g'}}, {'Warranty': {'Domestic Warranty': '1 Year'}}]"
mouse,https://www.flipkart.com/zebronics-zeb-dash-plus-wireless-optical-mouse/p/itm66d310ea86eb4?pid=ACCFX8ZYSEAMMWHH&lid=LSTACCFX8ZYSEAMMWHHQ8ZK4V&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&spotlightTagId=FkPickId_6bo%2Fai3%2F2ay&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Mouse&fm=organic&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCFX8ZYSEAMMWHH.SEARCH&ppt=browse&ppn=browse&ssid=vn7kqnttts0000001707121041460,"ZEBRONICS ZEB DASH PLUS Wireless Optical Mouse  (2.4GHz Wireless, Black)",3.9,"13,701 Ratings "," 1,624 Reviews",₹249,₹449,44% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 17% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by12 Feb, Monday|₹40?']","[{'General': {'Model Name': 'ZEB DASH PLUS', 'System Requirements': 'Windows OS, Mac Os', 'Sales Package': 'Mouse', 'Color': 'Black'}}, {'Connectivity And Power Features': {'Bluetooth': 'No'}}]"
mouse,https://www.flipkart.com/portronics-toad-13-por-1381-runs-single-aa-battery-30-lakhs-click-life-upto-1200-dpi-wireless-optical-mouse/p/itm540d626cfb0c8?pid=ACCG69KHU2ZP8TGG&lid=LSTACCG69KHU2ZP8TGGDZDYXP&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&spotlightTagId=BestsellerId_6bo%2Fai3%2F2ay&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCG69KHU2ZP8TGG.SEARCH&ssid=vn7kqnttts0000001707121041460,"Portronics Toad 13, POR 1381 / Runs on single AA Battery,30 Lakhs+ click life,Upto 1200 DPI Wireless Optical Mouse  (2.4GHz Wireless, Black)",4.1,"50,790 Ratings "," 5,628 Reviews",₹299,₹499,40% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 7% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by12 Feb, Monday|₹40?']","[{'General': {'Model Name': 'Toad 13, POR 1381 / Runs on single AA Battery,30 Lakhs+ click life,Upto 1200 DPI', 'System Requirements': 'Windows XP, VIsta, Mac OS', 'Sales Package': '1 Wireless Mouse 1N, USB Nano Dongle 1N', 'Resolution': '1200', 'Compatible Devices': 'Desktop, Computer, Laptop', 'Color': 'Black'}}, {'Connectivity And Power Features': {'Wireless Frequency': '2.4 GHz', 'Power Source': 'Removable AA Battery(not Included)', 'Bluetooth': 'No'}}, {'Dimensions': {'Weight': '46 g'}}, {'Warranty': {'Domestic Warranty': '6 Months', 'Warranty Service Type': 'Off-site', 'Warranty Summary': '6 Months Manufacturing Warranty', 'Covered in Warranty': 'Manufacturing Defects', 'Not Covered in Warranty': 'Physically Damage'}}]"
mouse,https://www.flipkart.com/logitech-b175-optical-tracking-12-months-battery-life-ambidextrous-wireless-mouse/p/itme779397bd19a5?pid=ACCDHJZYGACAZBJG&lid=LSTACCDHJZYGACAZBJGKT0EXN&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&spotlightTagId=BestsellerId_6bo%2Fai3%2F2ay&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCDHJZYGACAZBJG.SEARCH&ssid=vn7kqnttts0000001707121041460,"Logitech B175 / Optical Tracking, 12-Months Battery Life, Ambidextrous Wireless Optical Mouse  (2.4GHz Wireless, Black)",4.5,"1,57,941 Ratings "," 18,597 Reviews",₹593,₹995,40% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 14% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')",,"[{'General': {'Model Name': 'B175 / Optical Tracking, 12-Months Battery Life, Ambidextrous', 'System Requirements': 'Windows: XP, Vista, 7, Mac OS x 10.5, Linux Kernel 2.6', 'Sales Package': '1 Mouse,1 Adapter(unifying receiver ready)', 'Controls': '2 Buttons', 'Color': 'Black', 'Part Number': '910002635'}}, {'Connectivity And Power Features': {'Power Source': '1 x AA Battery', 'Bluetooth': 'No'}}, {'Warranty': {'Warranty Service Type': 'Customer Care (1800 572 4730) working days Mon to Fri. (9:00am to 6:00pm); Closed on Weekends and National Holidays', 'Warranty Summary': '3 Years Limited Domestic Hardware Warranty'}}]"
mouse,https://www.flipkart.com/dell-ms-116-bk-wired-optical-mouse/p/itmd5b52898f0dc4?pid=ACCEKM2GZAGFW2TM&lid=LSTACCEKM2GZAGFW2TMLZ5J5H&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCEKM2GZAGFW2TM.SEARCH&ssid=vn7kqnttts0000001707121041460,"DELL MS 116-BK Wired Optical Mouse  (USB, Black)",4.4,"95,182 Ratings "," 10,611 Reviews",₹269,₹650,58% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 12% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')",,"[{'General': {'Model Name': 'MS 116-BK', 'System Requirements': 'Windows 8, Windows XP, Windows 10, Windows 7', 'Sales Package': 'MOUSE', 'Adjustable Weight': 'No', 'Compatible Devices': 'DESKTOP, LAPTOP', 'Color': 'Black', 'Part Number': 'MS116-BK'}}, {'Connectivity And Power Features': {'USB Type': 'USB 3.0, USB 2.0', 'Power Source': 'USB POWERED', 'Surface Tracking': 'Yes', 'Bluetooth': 'No'}}, {'Dimensions': {'Cable Length': '1.8 m'}}, {'Warranty': {'Domestic Warranty': '1 Year', 'Warranty Service Type': 'SERVICE CENTER', 'Warranty Summary': '3 Year warranty', 'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Not Covered in Warranty': 'PHYSICAL DAMAGE'}}]"
mouse,https://www.flipkart.com/logitech-m171-optical-tracking-ambidextrous-wireless-mouse/p/itm98943143a794e?pid=ACCEQAEUXGNER36C&lid=LSTACCEQAEUXGNER36CDYMQW1&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mouse&iid=en_N7E01itU3ow41oWj0RCJ4Kqz7W8wTOMMJjyGkeVYgapCOCNNHcJ-K92RBtNc7koI4V0Xa12pE3nMagLySm8aEevN4Mn-dv-pi277bRzMbnY%3D&ssid=vn7kqnttts0000001707121041460,"Logitech M171 / Optical Tracking, Ambidextrous Wireless Optical Mouse  (2.4GHz Wireless, Black, Grey)",4.5,"47,126 Ratings "," 5,321 Reviews",₹595,₹845,29% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 14% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')",,"[{'General': {'Model Name': 'M171 / Optical Tracking, Ambidextrous', 'System Requirements': 'Android, Windows, Mac', 'Sales Package': '1 Mouse, 1 Usb Adapter, User Manual', 'Controls': 'Left Click, Scroll Wheel, Right Click', 'Compatible Devices': 'Computer, MAC, Laptop', 'Color': 'Black, Grey', 'Part Number': '910-004655'}}, {'Connectivity And Power Features': {'Effective Range': '10 m', 'USB Type': '2', 'Battery Life': '1200', 'Number of Batteries': '1', 'Battery Type': 'AA', 'Surface Tracking': 'Yes', 'Other Features': 'Reliable 2.4Ghz wireless Strong, consistent wireless connection from distances up to 10-meters (33-feet) away. With virtually no delays or dropouts, you’ll work and play with confidence. Tested to 10 meters, the wireless range may vary slightly based on your computing conditions and environment.', 'Bluetooth': 'No'}}, {'Warranty': {'Domestic Warranty': '1 Year', 'International Warranty': '1 Year', 'Warranty Service Type': 'Customer Care (1800 572 4730) working days Mon to Fri. (9:00am to 6:00pm); Closed on Weekends and National Holidays', 'Warranty Summary': '1 Year From Logitech', 'Covered in Warranty': 'Manufacturing Defect', 'Not Covered in Warranty': 'Used & Damaged'}}]"
mouse,https://www.flipkart.com/zebronics-zeb-rise-wired-optical-mouse/p/itm9381bff88083e?pid=ACCFZRBVFBAGZJHZ&lid=LSTACCFZRBVFBAGZJHZAYIK7P&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCFZRBVFBAGZJHZ.SEARCH&ssid=vn7kqnttts0000001707121041460,"ZEBRONICS ZEB-RISE Wired Optical Mouse  (USB 2.0, Black)",4.1,"29,049 Ratings "," 3,379 Reviews",₹139,₹229,39% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 22% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by12 Feb, Monday|₹40?']","[{'General': {'Model Name': 'ZEB-RISE', 'System Requirements': 'Windows XP / Vista / 7 / 8 /10', 'Technology Used': 'USB', 'Form Factor': 'USB', 'Sales Package': '1 Mouse', 'Resolution': '1200 DPI', 'Adjustable Weight': 'No', 'Compatible Devices': 'LAPTOP, DESKTOP', 'Color': 'Black', 'Part Number': 'Zeb-Rise'}}, {'Connectivity And Power Features': {'USB Type': '2.0', 'Battery Life': 'NA', 'Number of Batteries': '0', 'Battery Type': 'NA', 'Surface Tracking': 'No', 'Other Features': 'Compact and Stylish design, High precision, Works on most surfaces, Plug & play', 'Bluetooth': 'No'}}, {'Dimensions': {'Width': '5.3 mm', 'Height': '3.3 mm', 'Depth': '9.5 mm', 'Weight': '0.2 g', 'Cable Length': '1.2 m', 'Other Dimensions': 'Package dimension=75 x 35 x 103 mm (W x D x H)'}}, {'Warranty': {'Domestic Warranty': '6 Year', 'International Warranty': '0 Year', 'Warranty Service Type': 'CARRY IN WARRANTY', 'Warranty Summary': 'MANUFACTURER WARRANTY', 'Covered in Warranty': 'MANUFACTURE DEFECT', 'Not Covered in Warranty': 'DAMAGED'}}]"
mouse,https://www.flipkart.com/hp-s1000-silent-lightweight-upto-1600-dpi-wireless-optical-mouse/p/itm09556f9e7145c?pid=ACCFJ42HU9QFCU86&lid=LSTACCFJ42HU9QFCU86ROCPXR&marketplace=FLIPKART&store=6bo%2Fai3%2F2ay&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mouse&iid=219592d7-5086-40c9-ac3b-3b7a171273b9.ACCFJ42HU9QFCU86.SEARCH&ssid=vn7kqnttts0000001707121041460,"HP S1000 Silent / Lightweight, upto 1600 DPI Wireless Optical Mouse  (2.4GHz Wireless, Black)",4.3,"23,349 Ratings "," 2,018 Reviews",₹529,₹899,41% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 12% off (price inclusive of cashback/coupon) T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Get No Cost EMI on IT and Gaming Accessories T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')",,"[{'General': {'Model Name': 'S1000 Silent / Lightweight, upto 1600 DPI', 'System Requirements': 'Windows 7/8/10 , MacOS', 'Sales Package': '1', 'Color': 'Black', 'Part Number': '7YA12PA#ACJ'}}, {'Connectivity And Power Features': {'Bluetooth': 'Yes'}}]"
